x,y
233,7.962714243293444
234,8.659836188943382
235,6.24203976867612
236,8.762689673936613
237,6.778137261458062
238,7.718007597133912
239,7.8487432022777615
240,6.343234386281668
241,8.580524501833965
242,6.276403362455864
243,6.082545712773573
244,8.531404024618812
245,9.040550438648047
246,8.446753690948853
247,7.846348516006811
248,8.053110947545397
249,6.960131670195618
250,5.772100249500862
251,4.5534910260214865
252,4.413326519664945
253,7.534934410096857
254,5.766378257068119
255,5.592189429078146
256,4.351153498525739
257,6.347798078186617
258,6.400841647032328
259,5.681716617189704
260,5.4479710857530215
261,5.880023103393855
262,4.436660441525788
263,5.064647762956004
264,4.872327765933155
265,5.408953631767998
266,3.840663232400427
267,4.78781270257321
268,2.3257687056688807
269,2.9491234219925984
270,5.161786664242855
271,3.944098116656986
272,3.5365061545524608
273,4.023957800723532
274,1.0924005538360353
275,3.0214915897351373
276,2.4679209613484323
277,3.065598270686754
278,2.0795876162867977
279,3.9550895087324944
280,1.469315462898856
281,2.008829567749461
282,1.1702746294560142
283,3.663582893571827
284,1.8281292606555655
285,3.2564263356606293
286,1.5865962811172243
287,1.2372882924000104
288,2.211760443427019
289,1.577788911133569
290,2.1890768390871918
291,0.9570367408901178
292,1.7262810930428873
293,1.5787164857799372
294,1.4456361795696822
295,0.43574242815516756
296,0.8560315657662549
297,1.145364771651227
298,-0.10822977900794406
299,0.43930099891552565
300,0.06157439660546565
301,1.0789250563235517
302,0.21514744155533833
303,-0.879591100256008
304,-1.0282108540447314
305,0.056295602211755225
306,0.9433532137874778
307,0.6402375401178916
308,0.4037017487469694
309,1.7052475606214428
310,1.2307578355994595
311,0.5077422049491628
312,0.755443831811091
313,0.9328290304945439
314,-0.17597908226945488
315,-0.6500713484773798
316,-0.7331413949145065
317,-0.655779854881504
318,-1.2679981302044814
319,-1.5290289715465535
320,-1.4832915482219189
321,-1.867372691047081
322,-2.2697870695648543
323,0.9629090979232082
324,1.0209934284963378
325,-1.7097483783327219
326,-1.811476335035624
327,0.025037844323280045
328,0.029393331566460457
329,1.0604364108139017
330,-0.32678188095166505
331,2.276809988293752
332,1.5526131081789771
333,0.4930925443226197
334,-0.07760545922979145
335,3.505943059519982
336,0.014102758939029014
337,0.47445932936675794
338,1.9540046524389552
339,1.5238835699564803
340,1.329392464233098
341,2.0218624542011936
342,0.9670474961762541
343,1.411513546338958
344,3.213756807643938
345,1.7112281531636153
346,2.5646443347437504
347,3.427934247897932
348,3.69417599473622
349,1.6270183162300795
350,2.204291243289872
351,1.590306688529437
352,3.6062528758908483
353,1.8516593467046054
354,2.0347899697878837
355,1.8979457898346945
356,4.656915285185221
357,1.6796414079392035
358,4.479226339296065
359,2.244112875996919
360,2.935749279865286
361,5.210180845199592
362,3.9811875923326294
363,4.939465787868359
364,5.307005168700076
365,3.573871495224281
366,6.179798831576253
367,4.838159671701085
368,5.5717471044619336
369,5.7314194873681155
370,5.907151249410152
371,5.206755031067283
372,6.323942820242663
373,5.997464157626199
374,7.041990004940531
375,7.003846600283744
376,7.116898500410108
377,5.242056801099272
378,7.626278237163459
379,5.249444733464018
380,7.060931759276154
381,5.164358308193281
382,6.35704304295464
383,6.042386492836051
384,6.792633355508247
385,7.488537186888498
386,6.807818273367255
387,8.022707919281164
388,7.764292144568943
389,7.723628482155788
390,7.340405686939193
391,7.098250701873998
392,8.558795090232698
393,8.409839678041271
394,9.217136432735483
395,9.72048351166573
396,8.739656459599503
397,8.75328138942019
398,9.690445262574558
399,10.400785472664593
400,8.36392317935556
401,8.19745282165593
402,9.053117763141525
403,9.661593425603405
404,10.930070522167043
405,10.562485000176515
406,9.096194787818924
407,10.128123425218178
408,7.7357719328765455
409,8.938026248735474
410,9.365149920548246
411,9.686464782307302
412,8.792588357464762
413,9.949090836808507
414,9.00571129728081
415,8.283868808330647
416,10.454719906860321
417,9.538440230804785
418,8.291346335856925
419,9.857749849856175
420,11.102934819875367
421,10.056359780546066
422,8.83757382468144
423,11.01650969050406
424,9.704420175019628
425,9.964308682183582
426,10.714682528419985
427,8.303494726284299
428,8.194784493159911
429,10.551842364503166
430,9.740261912683076
431,9.88634235613025
432,9.913672435630165
433,10.218410383212005
434,9.556782583193046
435,9.443632817682241
436,12.335697646401455
437,8.989295038929935
438,9.198295349932526
439,9.24571315631059
440,9.334008739008153
441,8.4990636096094
442,9.06416449384792
443,8.490155442728213
444,8.592253108605282
445,9.674260136173906
446,8.17610238082832
447,9.060265692273195
448,8.787327906811665
449,7.691804709738094
450,7.247375202163682
451,7.159861064709605
452,8.153552876925042
453,8.70007441007397
454,6.5241795186992535
455,7.941656822151427
456,7.206133242171261
457,7.078259594760289
458,7.510274288000006
459,5.495921024585288
460,7.030009060379061
461,7.247864015845969
462,8.483069889403273
463,6.678316395758537
464,4.975460004157459
465,4.614064355676088
466,7.245761843129749
467,5.392548408182657
468,4.415687079269618
469,6.158276015441103
470,4.24682677893703
471,4.805553455820235
472,4.582579839289104
473,4.100036488539743
474,6.375406858293992
475,4.632594512398912
476,5.012752372356137
477,4.67200826030901
478,5.797007665706351
479,3.8705459820560972
480,2.7056129883795834
481,4.735976727233585
482,4.7031553025649195
483,3.392609745460107
484,4.262618560427542
485,1.7380293897809516
486,3.553307659382408
487,3.692180511299498
488,2.60648628476807
489,1.7780361858440838
490,3.372813615692011
491,1.8670100682952127
492,1.045954733807821
493,2.3864450545801486
494,2.132402046129593
495,2.973956161094019
496,2.422084167282019
497,1.143484934683197
498,0.6740820672942076
499,2.67995994293692
500,0.23279245705503293
501,1.6608549434830642
502,1.1434180922509154
503,1.0750204038130118
504,0.5940172816467915
505,0.27145490519109794
506,0.3842068811236064
507,0.7077292542385862
508,1.8050997065023566
509,0.7114969726285418
510,1.6127483182846927
511,3.4537535412151477
512,0.27734126286099736
513,1.2064894197717917
514,1.1540857050687987
515,0.5815471765545818
516,0.20179405291012953
517,0.5969073097750295
518,-0.5434677232799726
519,0.7299494527651065
520,0.5794020830318358
521,0.35592300844833874
522,-1.876511814282588
523,-0.838907251621627
524,0.45454685273481393
525,0.427103075970627
526,-1.333892189873608
527,-0.40794578742460696
528,-0.14160252156474964
529,-0.49076158237849277
530,1.2301042828768278
531,-0.10801983100428866
532,0.28662925259926003
533,-0.3518807910137314
534,-0.17696649325071756
535,-0.6079336146171008
536,0.9179823076875874
537,0.6990418591211112
538,-0.33748548456556315
539,-0.6395698466561266
540,1.3428571537757406
541,1.6289333682381708
542,0.49008386160687206
543,1.1583613669284554
544,0.6572303992147379
545,1.1345249721398392
546,-0.23436648218760658
547,0.5907222799032836
548,1.8192449666417483
549,0.1931837604114517
550,1.5099932209312021
551,0.5845422894493197
552,1.4235955573812067
553,1.8699655383418807
554,0.9923111365804508
555,3.343948252631101
556,3.861130083085332
557,0.9088092324740105
558,2.9274054334074013
559,2.4663922725099403
560,2.139357659425755
561,1.8089484649498062
562,4.182361075869776
563,3.7880495313526272
564,3.9371715453715854
565,3.9040245189154987
566,3.891885532439362
567,6.128751390307331
568,5.148592448942096
569,4.073495379367916
570,3.7049410114816896
571,5.270893495311718
572,5.386151768444836
573,3.709288532623002
574,2.931671604672915
575,3.334989399510895
576,4.438701896044264
577,5.848953424961866
578,5.063603337383702
579,4.040452989990402
580,4.421340778988579
581,5.304491765520337
582,5.819910612111488
583,6.334716292925676
584,4.519377204756976
585,6.3759407263523
586,6.1263314797061454
587,8.128428391181258
588,6.751808325312726
589,8.78158325944864
590,6.293836152739655
591,7.097860443929327
592,7.264734074452219
593,7.133455229913228
594,8.691874838031664
595,6.793381936392485
596,8.287912699809942
597,7.14835037667537
598,7.039672160379528
599,8.842132754264272
600,7.7081365893988245
601,9.746832529997619
602,9.243094150830508
603,7.4988218852133475
604,7.850495643911224
605,9.527688981689467
606,10.565537013387436
607,9.7369488051722
608,8.00020480600176
609,9.048150086535086
610,8.376021460622882
611,9.124749160918892
612,8.715038701991388
613,8.314675220742563
614,9.558556537265428
615,9.160190022757527
616,10.713093934813353
617,8.57137350850792
618,9.791109251830179
619,10.717516734525784
620,8.278294721889218
621,9.552426867602666
622,9.52737852339523
623,9.60502924724311
624,10.054544067234916
625,7.1197832015257525
626,9.65346449147946
627,9.553355527850515
628,10.228319389214601
629,9.828292093673998
630,10.450433402506782
631,11.242966845344657
632,10.500917465763209
633,8.18710929740903
634,9.852161643858697
635,10.73382792233036
636,9.14723020052109
637,9.831239855244663
638,10.901493052835027
639,9.741961566890415
640,10.371284186811383
641,10.29110395905086
642,9.680596290241784
643,8.667590840110647
644,9.868356363269656
645,8.547760901901782
646,10.412502939521168
647,8.844245023192336
648,10.857410464819806
649,9.401743216256722
650,9.720814903228707
651,6.970400107688409
652,8.567613344608837
653,7.93793531387273
654,7.944763419647858
655,9.265896561025455
656,7.310612324889858
657,8.606928739103543
658,7.4746332109580855
659,7.944757285473884
660,8.460379646465828
661,8.181983602877027
662,7.736730619152668
663,7.899221026069731
664,6.923762895948757
665,6.6848227296911045
666,7.00065881879878
667,8.240727615606325
668,7.922861665671641
669,6.617879568419369
670,6.413735775170472
671,6.923664146785758
672,7.619385227802607
673,7.075097803678304
674,5.70324476185259
675,5.671771697334188
676,6.718456551140235
677,5.698446077751355
678,4.360421314387181
679,5.171888969558046
680,4.580453507156148
681,6.680819194728823
682,5.427452271639932
683,5.357947643833386
684,3.694029918251592
685,4.770652985290007
686,4.7077733360754905
687,3.0575678512257545
688,3.847167872601749
689,3.2150187650035917
690,3.7504994285525157
691,5.572862637969326
692,4.046460014325986
693,1.856013308222636
694,3.8255830559291377
695,1.4054842243916645
696,2.4445376383932715
697,1.891767172525395
698,1.991854165689467
699,2.835256028742423
700,1.7356048704168723
701,1.3968041852385575
702,4.306876823689121
703,1.5949712619715455
704,4.411630437677189
705,1.1130802825009063
706,1.2651721248054821
707,0.6279854358012126
708,2.476934669401321
709,2.0525987426843657
710,-0.0856720446276169
711,2.9382490268353654
712,-0.5620967535177566
713,1.4114791283259027
714,1.922798692199636
715,-0.7207303648496961
716,-0.018392245262110918
717,0.49046607838760453
718,-1.1220893034794173
719,0.41337039559881
720,-1.2431735625705207
721,-0.7446159559005452
722,0.5089879543886454
723,1.072322781384743
724,1.2490979413311751
725,0.5374807069689209
726,0.49797710312800225
727,0.2779533112044962
728,1.072973765352785
729,-0.15000729600690577
730,1.2275050984737066
731,-0.3164907638717614
732,0.8986985324956798
733,1.658792866379015
734,-0.11147878073442846
735,1.2453934470851589
736,-0.33374472610691835
737,-1.0202170122154097
738,1.1872774035684555
739,0.6223636886144815
740,0.5173086737636412
741,-1.6044860515235915
742,1.532315948084012
743,-2.4054934809926207
744,0.12733479980293216
745,0.223806612983098
746,-0.11220497764465887
747,0.4720476486131152
748,0.33548244340930605
749,-0.661737174360268
750,2.9080849679375427
751,-1.5316397753846016
752,0.8483899622054498
753,1.333965441742586
754,0.9267312246986202
755,0.45187153429942695
756,2.140892206911915
757,1.2584317051288199
758,1.4229008998240325
759,2.5881598127668255
760,0.9166162893281911
761,-0.3561607767932853
762,3.5674514883853012
763,1.0800733286046496
764,2.79756418931724
765,1.5663104642727885
766,1.7749572495358619
767,4.2771901803981995
768,2.854239890942683
769,3.0685583871051496
770,3.0674772603176557
771,3.1275396638290673
772,2.8056289285919416
773,4.784920492277923
774,3.569143416578859
775,2.302557587128169
776,4.613367438340738
777,3.166301918155109
778,3.9130045700293303
779,2.683437738247356
780,4.6893214837295405
781,4.542434483289964
782,4.225450108565207
783,5.03628707455104
784,4.365199227047732
785,4.438279570175876
786,4.603803615429957
787,7.694975398476576
788,5.590177947355474
789,4.618545463399861
790,5.968648688985097
791,5.642931150188388
792,7.909680417675043
793,7.162784737476076
794,7.1412295420410175
795,7.849851681225165
796,7.422408651735193
797,6.920805285095035
798,6.455359791825351
799,6.047167518270614
800,8.291792999560773
801,7.304602674064326
802,7.866570878869757
803,6.451482887920275
804,6.791161886911491
805,6.46557631334851
806,8.829532231007633
807,6.386092895769513
808,6.348267146644872
809,9.001315245399725
810,9.786277063761242
811,10.545254860161384
812,10.280617645168244
813,7.741440622576861
814,8.057490934020349
815,8.951292552547967
816,8.812504560972648
817,8.155845425485147
818,8.452187856048402
819,9.432954156606057
820,9.806734712183749
821,9.646538729094058
822,8.111892610927399
823,8.610572758580114
824,10.69010885650615
825,10.234963475747161
826,10.27086652854713
827,9.620903185866753
828,9.814292085851005
829,11.012366942263686
830,8.697943821397578
831,10.70180435086379
832,9.522035314034266
833,10.734368095824664
834,9.446128453278394
835,10.76445132311583
836,9.225452604300818
837,12.91021216479383
838,11.497677125423815
839,11.92803191488952
840,10.592711604507013
841,9.505385768428006
842,10.955916385196046
843,11.462885998835965
844,9.862543245839893
845,8.272081891489604
846,8.464459729465517
847,10.361302158841347
848,8.959671547484012
849,10.345343142835574
850,10.270949265713124
851,9.887553031816767
852,9.007437844177893
853,8.870262205579113
854,10.105588655234738
855,8.351107041663015
856,7.878426050570243
857,9.109953050361133
858,10.019332912113734
859,8.05795219066286
860,8.360482526329216
861,8.968165824697515
862,10.000173338071251
863,7.047637729077971
864,7.626054531351407
865,10.313037528885308
866,8.367770571565813
867,7.725956872261433
868,8.059124352878651
869,9.147907595580701
870,8.28415024795262
871,8.57202383563904
872,6.745434220408126
873,8.656587365050747
874,6.20966348310276
875,5.640480670806823
876,5.909718355794447
877,7.894390650850545
878,8.37629896741623
879,7.026355900413223
880,6.4677674013437025
881,4.531491719379067
882,6.134688742875353
883,5.265778411443208
884,6.813144325079956
885,5.325444925735301
886,6.429514769386757
887,6.062075148229198
888,6.047579642374611
889,4.923902345544174
890,5.703457868400995
891,3.7623769990102267
892,4.803650722974342
893,5.32877673547739
894,4.185870518533258
895,6.2015323278336245
896,2.952204376601849
897,5.565529154319745
898,3.5006761801151107
899,1.4225102546821362
900,2.5990535172697604
901,3.5804898083951504
902,4.169817691847877
903,3.3453380121948553
904,1.9981792354025156
905,2.0132041050536396
906,3.1416075043634955
907,1.5915297110276985
908,2.572835289016902
909,2.191925381309588
910,0.44429857049397303
911,1.3401201114520878
912,0.9209905844066562
913,2.25531721684275
914,2.267927852482863
915,2.1958782078706838
916,2.54626350557151
917,0.9954634081386646
918,1.0596713273766178
919,0.80149834951962
920,2.14714321015631
921,0.8893178181985282
922,1.1894676330777214
923,1.7539849319730032
924,1.245452595043829
925,0.34087549511275334
926,2.35301257711656
927,1.9608929386532932
928,-0.6974126006137091
929,0.018985528166969023
930,-1.2096515727496278
931,0.6541630022711225
932,0.21556971199487832
933,-0.8834343891270591
934,0.9183137585483565
935,-0.8410359550266945
936,1.5285511750389396
937,0.4954848361758879
938,1.643079399758352
939,-0.7323262079379425
940,-0.23944261388426102
941,3.3785044724113393
942,-0.8721721794473665
943,1.0218704284677955
944,-0.7686764431571653
945,-0.5545995734162634
946,0.09223280325477366
947,1.9049393586023655
948,-0.7823056737694521
949,1.0109858259505975
950,-0.54676247214731
951,1.7031807696172039
952,-0.8449726062871363
953,1.222990908525985
954,0.019466162951087718
955,0.7918442077098025
956,0.9124933778219485
957,1.7276118123426354
958,2.799831134195518
959,2.1776638953148213
960,2.2014224578266965
961,0.8592742051076228
962,1.179724643629266
963,-0.1591686310666891
964,0.8980870431824624
965,-0.006233150154779654
966,1.1540043720961797
967,1.3489203642652332
968,2.762089548984701
969,3.001518093940347
970,1.4997998328361895
971,2.155285954167731
972,1.94000543941292
973,2.032573364771728
974,1.8437156114308868
975,4.603307768889318
976,1.632351733187837
977,2.0134308265337677
978,4.256965561444462
979,1.3901715269347215
980,3.4388316581945193
981,2.802020934108854
982,5.7409653351605865
983,2.6394665761066127
984,3.190501119355383
985,3.9703278203960335
986,3.8555148852014827
987,5.104436667297827
988,4.8601257561039155
989,5.507194273249977
990,3.254077024269467
991,4.251267360441988
992,5.524576072958393
993,3.2510468765780294
994,3.790548230179861
995,3.0192615833710916
996,4.753130740243031
997,5.323599507382713
998,6.349840887995188
999,6.1579569885732885
